COMPANY NAME,CITY,STATE,ZIP CODE,STREET ADDRESS CITY,STREET ADDRESS,STREET ADDRESS ZIP,COUNTY,PHONE NUMBER,FAX NUMBER,WEB ADDRESS,LAST NAME,FIRST NAME,CONTACT TITLE,CONTACT GENDER,ACTUAL EMPLOYEE SIZE,EMPLOYEE SIZE RANGE,ACTUAL SALES VOLUME,SALES VOLUME RANGE,Industry,PRIMARY SIC,PRIMARY SIC DESCRIPTION,SECONDARY SIC #1,SECONDARY SIC DESCRIPTION #1,SECONDARY SIC #2,SECONDARY SIC DESCRIPTION #2,CREDIT ALPHA SCORE,CREDIT NUMERIC SCORE,HEADQUARTERS/BRANCH,SQUARE FOOTAGE
Wausau-Mosinee Paper Corp,Wausau,WI,54402-1408,Mosinee,100 Paper Pl,54455-6000,Marathon,7.16E+09,7.16E+09,www.wausaumosinee.com,Howatt,Thomas J,CEO,Male,3100,1000 to 4999,1.04E+09,Over $1 Billion,Manufacturing,262101,Paper-Manufacturers,261102,Pulp & Pulp Products (Manufacturers),267298,Coated & Laminated Paper Nec (Mfrs),A+,100,Headquarter,"40,000+"
Key Tronic Corp,Spokane Valley,WA,99214-0687,Spokane Valley,4424 N Sullivan Rd,99216-1593,Spokane,5.10E+09,5.10E+09,www.keytronic.com,Oehlke,Jack W,CEO,Male,3080,1000 to 4999,1.49E+08,$100 - 500 Million,Manufacturing,367905,Electronic Instruments-Manufacturers,367905,Electronic Instruments-Manufacturers,399906,Assembly & Fabricating Service,A+,100,Headquarter,"40,000+"
Bosch Rexroth Corp,Hoffman Estates,IL,60192-3707,Hoffman Estates,5150 Prairie Stone Pkwy,60192-3707,Cook,8.48E+09,8.48E+09,www.boschrexroth.com,Dangel,Wolfgang,CEO,Male,3073,1000 to 4999,0.00E+00,,Manufacturing,356907,Automation Systems & Equipment-Mfrs,356907,Automation Systems & Equipment-Mfrs,362198,Motor & Generator-Manufacturers,A+,100,Subsidiary,"40,000+"
Logitech Inc,Fremont,CA,94555-3614,Fremont,6505 Kaiser Dr,94555-3614,Alameda,5.11E+09,5.11E+09,www.logitech.com,De Luca,Guerrino,CEO,Male,3055,1000 to 4999,4.48E+08,$100 - 500 Million,Manufacturing,357702,Computer Peripherals (Manufacturers),357702,Computer Peripherals (Manufacturers),509905,Importers,A+,98,Headquarter,"40,000+"
Xilinx Inc,San Jose,CA,95124-3400,San Jose,2100 Logic Dr,95124-3400,Santa Clara,4.09E+09,4.09E+09,www.xilinx.com,Roelandts,Willem P,CEO,Male,3050,1000 to 4999,3.13E+08,$100 - 500 Million,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,367901,Electronic Equipment & Supplies-Mfrs,481302,Telecommunications Services,A+,100,Headquarter,"40,000+"
Thermadyne Holdings Corp,Chesterfield,MO,63017-2079,Chesterfield,16052 Swingley Ridge Rd # 300,63017-2079,St Louis,6.37E+09,,www.thermadyne.com,Melnuk,Paul D,CEO,Male,3036,1000 to 4999,4.82E+08,$100 - 500 Million,Manufacturing,354801,Welding Equipment & Supplies-Mfrs,354801,Welding Equipment & Supplies-Mfrs,384104,Physicians & Surgeons Equip & Supls-Mfrs,B,80,Headquarter,"40,000+"
Northern Graphics,Lynn,MA,01901-1021,Lynn,1 Courtside Pl,01901-1021,Essex,7.82E+09,7.82E+09,www.sslynn.com,Tarason,Bob,Owner,Male,3015,1000 to 4999,6.24E+08,$500 Million - $1 Billion,Manufacturing,275202,Printers,275202,Printers,275998,Commercial Printing Nec,A+,100,Single Loc,"40,000+"
Wolverine Tube Inc,Huntsville,AL,35801-4918,Huntsville,200 Clinton Ave W # 10,35801-4918,Madison,2.57E+09,2.57E+09,www.wlv.com,Horowitz,Dennis J,CEO,Male,3012,1000 to 4999,7.98E+08,$500 Million - $1 Billion,Manufacturing,335104,Copper Fabricators,335104,Copper Fabricators,505108,Tube Fittings (Wholesale),A+,100,Headquarter,"10,000 - 39,999"
American Buildings Co,Eufaula,AL,36072-9950,Eufaula,1150 State Docks Rd,36027-3322,Barbour,3.35E+09,,www.americanbuildings.com,Buchholz,W Ron,Plant Mgr,Male,3000,1000 to 4999,4.41E+08,$100 - 500 Million,Manufacturing,243103,Building Materials-Manufacturers,152103,General Contractors,154210,Buildings-Metal,U,55,Subsidiary,"40,000+"
American Cast Iron Pipe Co,Birmingham,AL,35202-2727,Birmingham,1501 31st Ave N,35207-4101,Jefferson,2.05E+09,2.05E+09,www.acipco.com,Richey,Van L,CEO,Male,3000,1000 to 4999,6.00E+08,$500 Million - $1 Billion,Manufacturing,331798,Steel Pipe & Tubes (Manufacturers),331798,Steel Pipe & Tubes (Manufacturers),332198,Gray & Ductile Iron Foundries,A+,100,Headquarter,"40,000+"
Teledyne Brown Engineering Inc,Huntsville,AL,35807-7007,Huntsville,300 Sparkman Dr NW,35805-1994,Madison,2.57E+09,2.57E+09,www.tbe.com,Link,James M,President,Male,3000,1000 to 4999,0.00E+00,,Manufacturing,381201,Aerospace Industries,366998,Communications Equipment Nec (Mfrs),384104,Physicians & Surgeons Equip & Supls-Mfrs,A+,100,Subsidiary,"40,000+"
Southcorp USA INC,Napa,CA,94558-7567,Napa,2700 Napa Valley Corp Dr # A,94558-7567,Napa,7.07E+09,7.07E+09,www.southcorp.com.au,Burnet,Thomas P,CEO,Male,3000,1000 to 4999,6.00E+08,$500 Million - $1 Billion,Manufacturing,308902,Plastics & Plastic Products (Mfrs),308902,Plastics & Plastic Products (Mfrs),,,A+,99,Headquarter,"40,000+"
Hewlett-Packard,Cupertino,CA,95014-0795,Cupertino,19111 Pruneridge Ave,95014-0795,Santa Clara,4.09E+09,4.08E+09,www.hp.com,,,,,3000,1000 to 4999,3.51E+09,Over $1 Billion,Manufacturing,357101,Computers-Electronic-Manufacturers,357101,Computers-Electronic-Manufacturers,357702,Computer Peripherals (Manufacturers),A+,100,Branch,"40,000+"
Sony Electronics Inc,San Jose,CA,95134-1901,San Jose,3300 Zanker Rd,95134-1901,Santa Clara,4.08E+09,4.09E+09,www.sel.sony.com,Cawley,Kenneth,Manager,Male,3000,1000 to 4999,6.12E+08,$500 Million - $1 Billion,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,357998,Office Machines Nec (Manufacturers),621111,Investments,A+,100,Branch,"40,000+"
Mitsubishi Electronics America,Cypress,CA,90630-0007,Cypress,5665 Plaza Dr,90630-5023,Orange,7.14E+09,7.14E+09,www.mitsubishielectric-usa.com,Brenizer,Bruce,VP Admin,Male,3000,1000 to 4999,0.00E+00,,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,506519,Electronic Equipment & Supplies-Whol,357101,Computers-Electronic-Manufacturers,A+,100,Headquarter,"40,000+"
Leprino Foods Co,Denver,CO,80211-2200,Denver,1830 W 38th Ave,80211-2200,Denver,3.03E+09,3.03E+09,www.leprinofoods.com,Leprino,James G,CEO,Male,3000,1000 to 4999,1.90E+09,Over $1 Billion,Manufacturing,202201,Cheese Processors,202201,Cheese Processors,509901,Exporters,A+,100,Headquarter,"40,000+"
Agilent Technologies Inc,Colorado Springs,CO,80907-3417,Colorado Springs,1900 Garden Of The Gods Rd,80907-3417,El Paso,7.20E+09,7.20E+09,www.agilent.com/comms/xpi,,,,,3000,1000 to 4999,3.23E+08,$100 - 500 Million,Manufacturing,382505,Instruments-Measuring (Manufacturers),357101,Computers-Electronic-Manufacturers,357702,Computer Peripherals (Manufacturers),A+,100,Branch,"40,000+"
U S Gao Publishing Svc,Washington,DC,20548-0001,Washington,441 G St NW,20548-0001,Dist Columbia,2.03E+09,,www.gao.gov,Childs,Angela,Manager,Female,3000,1000 to 4999,9.00E+08,$500 Million - $1 Billion,Manufacturing,274105,Publishers,274105,Publishers,,,A+,95,Single Loc,"40,000+"
Safway Services Inc,Milwaukee,WI,53201-1991,Waukesha,N19w24200 Riverwood Dr,53188-1179,Waukesha,2.63E+09,2.63E+09,www.safwayscaffoldservices.com,Wilson,Marc J,CEO,Male,3000,1000 to 4999,1.50E+08,$100 - 500 Million,Manufacturing,344604,Ornamental Metal Work (Manufacturers),344604,Ornamental Metal Work (Manufacturers),508206,Contractors-Equip/Supls-Dlrs/Svc (Whol),U,60,Subsidiary,"40,000+"
Oakley Inc,Foothill Ranch,CA,92610-3000,Foothill Ranch,1 Icon,92610-3000,Orange,9.49E+09,9.49E+09,www.oakley.com,Olivet,Scott,CEO,Male,2900,1000 to 4999,6.48E+08,$500 Million - $1 Billion,Manufacturing,385102,Sunglasses & Sun Goggles-Manufacturers,384104,Physicians & Surgeons Equip & Supls-Mfrs,504806,Sunglasses & Sun Goggles-Wholesale,A+,100,Headquarter,"2,500 - 9,999"
General Motors Corp,Roanoke,IN,46783-9668,Roanoke,12200 Lafayette Center Rd,46783-9668,Huntington,2.61E+09,2.61E+09,www.gm.com,,,,,2900,1000 to 4999,2.38E+09,Over $1 Billion,Manufacturing,371109,Truck-Manufacturers,371109,Truck-Manufacturers,371398,Truck & Bus Bodies (Manufacturers),A+,100,Branch,"40,000+"
Bayer Crop Science,Resrch Trngle Pk,NC,27709-2014,Resrch Trngle Pk,2 T W Alexander Dr,27709 0000,Durham,9.20E+09,9.20E+09,www.agcess.com,,,,,2850,1000 to 4999,0,,Manufacturing,287998,Pesticides & Ag Chemicals Nec (Mfrs),287998,Pesticides & Ag Chemicals Nec (Mfrs),874213,Marketing Programs & Services,A+,100,Headquarter,"40,000+"
Goodrich Aerospace,Chula Vista,CA,91910-2001,Chula Vista,850 Lagoon Dr,91910-2001,San Diego,6.20E+09,6.20E+09,www.aerostructures.goodrich.com,Reusser,Curtis,President,Male,2840,1000 to 4999,28980000,$20 - 50 Million,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,179929,Building Specialties,366398,Radio/Tv Broadcasting/Comm Equip (Mfrs),A+,100,Branch,"40,000+"
Charles River Clinical Svc,Cary,NC,27513-2261,Cary,11000 Weston Pkwy # 100,27513-2261,Wake,9.19E+09,9.19E+09,www.criver.com,Foster,James C,CEO,Male,2827,1000 to 4999,2.72E+08,$100 - 500 Million,Manufacturing,283404,Drug Millers,283404,Drug Millers,873101,Laboratories-Research & Development,A+,100,Subsidiary,"40,000+"
Steinway Musical Instruments,Waltham,MA,02453-1472,Waltham,800 South St # 305,02453-1472,Middlesex,7.82E+09,7.82E+09,www.steinwaymusical.com,Messina,Dana D,CEO,Male,2801,1000 to 4999,3.87E+08,$100 - 500 Million,Manufacturing,393102,Musical Instruments-Manufacturers,393102,Musical Instruments-Manufacturers,509901,Exporters,A+,100,Headquarter,"10,000 - 39,999"
Mikasa Inc,Secaucus,NJ,07094-2581,Secaucus,1 Mikasa Dr,07094-2581,Hudson,2.02E+09,2.02E+09,www.mikasa.com,Saideman,Susan,CEO,Female,2801,1000 to 4999,3.30E+08,$100 - 500 Million,Manufacturing,391403,Cutlery-Manufacturers (Tableware),391403,Cutlery-Manufacturers (Tableware),874213,Marketing Programs & Services,A+,100,Headquarter,"40,000+"
Delphi Saginaw Div,Tanner,AL,35671-0311,Tanner,20941 Sandy Rd,35671 0000,Limestone,2.57E+09,2.57E+09,www.delphi.com,Cargile,Curt,Plant Mgr,Male,2800,1000 to 4999,1.06E+09,Over $1 Billion,Manufacturing,371425,Power Steering-Automotive (Mfrs),371401,Automobile Parts & Supplies-Mfrs,501320,Automobile-Mfrs Equip & Supls (Whol),A+,100,Branch,"40,000+"
Cargill Meat Solutions,Dodge City,KS,67801-1060,Dodge City,3201 E Highway 400,67801 0000,Ford,6.20E+09,6.20E+09,www.cargill.com,Schnitker,Dan,Plant Mgr,Male,2800,1000 to 4999,1.55E+09,Over $1 Billion,Manufacturing,201101,Meat Packers,201101,Meat Packers,,,A+,100,Branch,"40,000+"
Wheeling-Pittsburgh Steel Corp,Steubenville,OH,43952,Steubenville,S 3rd Street Ext,43952 0000,Jefferson,7.40E+09,,www.wpsc.com,Poland,George,Manager,Male,2800,1000 to 4999,1.69E+09,Over $1 Billion,Manufacturing,331201,Steel Mills,331201,Steel Mills,,,C+,78,Branch,"40,000+"
Safety Components Intl Inc,Greenville,SC,29605-4408,Greenville,41 Stevens St,29605-4408,Greenville,8.64E+09,8.64E+09,www.safetycomponents.com,Corey,John C,CEO,Male,2800,1000 to 4999,2.20E+08,$100 - 500 Million,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,371401,Automobile Parts & Supplies-Mfrs,501331,Automobile Diagnostic Equipment (Whol),C,74,Headquarter,"10,000 - 39,999"
Du Pont Advanced Fibers Systs,Richmond,VA,23234-2257,Richmond,5401 Jefferson Davis Hwy,23234-2257,Chesterfield,8.04E+09,8.04E+09,www.dupontcu.org,Hodge,Rick,Plant Mgr,Male,2800,1000 to 4999,4.17E+08,$100 - 500 Million,Manufacturing,229901,Textile Fibers (Manufacturers),229901,Textile Fibers (Manufacturers),239902,Sewing Contractors,A+,100,Branch,"40,000+"
IBM Corp,Armonk,NY,10504-1783,Armonk,1 New Orchard Rd,10504-1783,Westchester,9.14E+09,9.15E+09,www.ibm.com,Palmisano,Samuel J,CEO,Male,329373,10000+,9.11E+07,$50 - 100 Million,Manufacturing,357101,Computers-Electronic-Manufacturers,357101,Computers-Electronic-Manufacturers,357298,Computer Storage Devices (Manufacturers),A+,100,Headquarter,"40,000+"
General Electric Co,Fairfield,CT,06828-0001,Fairfield,3135 Easton Tpke,06828-0001,Fairfield,2.03E+09,2.03E+09,www.ge.com,Immelt,Jeffrey R,CEO,Male,316000,10000+,1.50E+11,Over $1 Billion,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,351101,Turbines-Manufacturers,358598,Air Conditioning/Htg/Refrig Equip (Mfrs),A+,100,Headquarter,"40,000+"
Tyco International US Inc,Princeton,NJ,08543-5260,Princeton,9 Roszel Rd,08540-6205,Mercer,6.10E+09,6.10E+09,www.tyco.com,Breen,Edward D,CEO,Male,258400,10000+,4.02E+10,Over $1 Billion,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,349898,Fabricated Pipe & Pipe Fittings (Mfrs),356910,Fire Protection Equipment & Supls-Mfrs,A+,99,Headquarter,"40,000+"
United Technologies Corp,Hartford,CT,06103-2712,Hartford,755 Main St,06103-2712,Hartford,8.61E+09,8.61E+09,www.utc.com,David,George,CEO,Male,222200,10000+,4.27E+10,Over $1 Billion,Manufacturing,381201,Aerospace Industries,372498,Aircraft Engines & Engine Parts-Mfrs,,,A+,100,Headquarter,"40,000+"
Delphi Corp,Troy,MI,48098-2815,Troy,5725 Delphi Dr,48098-2815,Oakland,2.49E+09,2.49E+09,www.delphiauto.com,Miller,Robert S,CEO,Male,185200,10000+,2.86E+10,Over $1 Billion,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,367498,Semiconductors & Related Devices (Mfrs),874213,Marketing Programs & Services,A+,100,Headquarter,"40,000+"
Boeing Co,Chicago,IL,60606-2016,Chicago,100 N Riverside Plz,60606-2016,Cook,3.13E+09,,www.boeing.com,Mcnerney Jr,W James,CEO,Male,159000,10000+,5.25E+10,Over $1 Billion,Manufacturing,372101,Aircraft-Manufacturers,372101,Aircraft-Manufacturers,372498,Aircraft Engines & Engine Parts-Mfrs,A+,100,Headquarter,"40,000+"
Altria Group Inc,New York,NY,10017-5577,New York,120 Park Ave,10017-5577,New York,9.18E+09,2.13E+09,www.altria.com,Camilleri,Louis C,CEO,Male,156000,10000+,8.96E+10,Over $1 Billion,Manufacturing,212101,Cigar Cigarette & Tobacco-Manufacturers,201398,Sausages/Other Prepared Meat Prod (Mfrs),201501,Poultry Processing Plants,A+,100,Headquarter,"40,000+"
Carson Industries LLC,Glendora,CA,91740-5386,Glendora,1160 Nicole Ct,91740-5386,Los Angeles,9.10E+09,9.10E+09,www.carsonind.com,Gordinier,Richard,CEO,Male,153500,10000+,0.00E+00,,Manufacturing,359915,Manufacturers Distrs & Indl Products,308902,Plastics & Plastic Products (Mfrs),508522,Industrial Equipment & Supplies (Whol),A+,100,Subsidiary,"10,000 - 39,999"
Pepsico Inc,Purchase,NY,10577-1444,Purchase,700 Anderson Hill Rd,10577-1444,Westchester,9.14E+09,9.14E+09,www.pepsico.com,Reinemund,Steven S,CEO,Male,153000,10000+,3.26E+10,Over $1 Billion,Manufacturing,208603,Soft Drink Products-Manufacturers,205201,Cookies & Crackers-Manufacturers,208498,Wines Brandy & Brandy Spirits (Mfrs),A+,100,Headquarter,"40,000+"
Hewlett-Packard Co,Palo Alto,CA,94303-0890,Palo Alto,3000 Hanover St,94304-1181,Santa Clara,6.51E+09,6.51E+09,www.hp.com,Hurd,Mark V,CEO,Male,150000,10000+,8.67E+10,Over $1 Billion,Manufacturing,357101,Computers-Electronic-Manufacturers,357101,Computers-Electronic-Manufacturers,357702,Computer Peripherals (Manufacturers),A+,100,Headquarter,"40,000+"
Avaya Inc,Basking Ridge,NJ,07920-2311,Basking Ridge,211 Mount Airy Rd,07920-2311,Somerset,9.09E+09,9.09E+09,www.avaya.com,Peterson,Donald K,CEO,Male,149000,10000+,4.07E+09,Over $1 Billion,Manufacturing,366102,Telephone Equipment & Systems-Mfrs,366102,Telephone Equipment & Systems-Mfrs,481302,Telecommunications Services,A+,100,Headquarter,"2,500 - 9,999"
Lockheed Martin Corp,Bethesda,MD,20817-1877,Bethesda,6801 Rockledge Dr,20817-1877,Montgomery,3.02E+09,3.02E+09,www.lockheedmartin.com,Stevens,Robert J,CEO,Male,130000,10000+,3.55E+10,Over $1 Billion,Manufacturing,381201,Aerospace Industries,142398,Crushed & Broken Granite,144202,Construction-Sand & Gravel,A+,100,Headquarter,"40,000+"
Johnson Controls Inc,Milwaukee,WI,53201-0591,Milwaukee,5757 N Green Bay Ave,53209-4408,Milwaukee,4.15E+09,4.15E+09,www.johnsoncontrols.com,Barth,John M,CEO,Male,123000,10000+,2.66E+10,Over $1 Billion,Manufacturing,253104,Benches-Seating (Manufacturers),253104,Benches-Seating (Manufacturers),506308,Fire Alarm Systems (Wholesale),A+,100,Headquarter,"40,000+"
Branson Ultrasonics Corp,Danbury,CT,06813-1961,Danbury,41 Eagle Rd,06810-4179,Fairfield,2.04E+09,2.04E+09,www.bransonultrasonics.com,Pajk,Anthony E,President,Male,114500,10000+,0.00E+00,,Manufacturing,384104,Physicians & Surgeons Equip & Supls-Mfrs,369902,Electric Equipment-Manufacturers,382998,Measuring/Controlling Devices Nec (Mfrs),A+,100,Subsidiary,"40,000+"
Bristol Inc,Watertown,CT,06795-6602,Watertown,1100 Buckingham St,06795-6602,Litchfield,8.61E+09,,www.bristolbabcock.com,Finnan,Kevin,President,Male,114200,10000+,8.00E+07,$50 - 100 Million,Manufacturing,382998,Measuring/Controlling Devices Nec (Mfrs),382998,Measuring/Controlling Devices Nec (Mfrs),,,A+,100,Subsidiary,"40,000+"
El-O-Matic USA Inc,Tampa,FL,33619-8364,Tampa,9009 King Palm Dr,33619-8364,Hillsborough,8.13E+09,8.14E+09,www.emersonprocessmanagement.com,Rose,Bill,Manager,Male,114200,10000+,0.00E+00,,Manufacturing,349403,Valves-Manufacturers,349403,Valves-Manufacturers,508513,Valves-Wholesale,A+,100,Subsidiary,"10,000 - 39,999"
Saftronics Inc,Fort Myers,FL,33905-5092,Fort Myers,5580 Enterprise Pkwy,33905-5092,Lee,2.40E+09,2.40E+09,www.saftronics.com,Vandermerwe,David,President,Male,114200,10000+,0.00E+00,,Manufacturing,362598,Relays & Industrial Controls (Mfrs),362598,Relays & Industrial Controls (Mfrs),506332,Electric Motors-Controls-Wholesale,A+,100,Subsidiary,"40,000+"
Alber Corp,Pompano Beach,FL,33064-2118,Pompano Beach,3103 N Andrews Ave Ext,33064-2118,Broward,9.55E+09,9.55E+09,www.alber.com,Alber,Jeff,President,Male,114200,10000+,0.00E+00,,Manufacturing,382598,Instrs-Measuring/Testing Elec (Mfrs),382598,Instrs-Measuring/Testing Elec (Mfrs),871116,Engineers-Electronic,A+,100,Subsidiary,"10,000 - 39,999"
Easy Heat Inc,New Carlisle,IN,46552-9700,New Carlisle,31977 US Highway 20,46552-9700,St Joseph,5.75E+09,5.75E+09,www.easyheat.com,Moore,Jennifer,Plant Mgr,Female,114200,10000+,0.00E+00,,Manufacturing,331209,Wire Products-Manufacturers,308902,Plastics & Plastic Products (Mfrs),331598,Steel-Wiredrawing/Stl Nails/Spikes (Mfr),A+,100,Subsidiary,"40,000+"
Emerson Appliance Controls,Indianapolis,IN,46214-2016,Indianapolis,2831 Waterfront Pky East Dr,46214-2016,Marion,3.17E+09,3.17E+09,www.emersonappliancesolutions.com,Sood,Pradepp,President,Male,114200,10000+,0.00E+00,,Manufacturing,362598,Relays & Industrial Controls (Mfrs),362598,Relays & Industrial Controls (Mfrs),506519,Electronic Equipment & Supplies-Whol,A+,100,Subsidiary,"2,500 - 9,999"
Emerson Electric Co,St Louis,MO,63136-8506,St Louis,8000 W Florissant Ave,63136-1415,St Louis,3.15E+09,3.15E+09,www.gotoemerson.com,Farr,David N,CEO,Male,114200,10000+,1.73E+10,Over $1 Billion,Manufacturing,369905,Electrical Products-Manufacturers,173101,Electric Contractors,349903,Metal Goods-Manufacturers,A+,100,Headquarter,"40,000+"
Tyson Foods Inc,Springdale,AR,72765-2020,Springdale,2210 W Oaklawn Dr,72762-6999,Washington,4.79E+09,4.79E+09,www.tyson.com,Bond,Richard L,CEO,Male,114000,10000+,2.60E+10,Over $1 Billion,Manufacturing,201501,Poultry Processing Plants,201501,Poultry Processing Plants,422202,Warehouses-Cold Storage,A+,100,Headquarter,"40,000+"
Lear Corp,Southfield,MI,48034-6817,Southfield,21557 Telegraph Rd,48034-6817,Oakland,2.48E+09,2.49E+09,www.lear.com,Vandenberghe,James H,Director,Male,111000,10000+,1.70E+10,Over $1 Billion,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,253101,Boat & Van Seating-Manufacturers,249998,Wood Products Nec (Manufacturers),A+,100,Headquarter,"40,000+"
Johnson & Johnson,New Brunswick,NJ,08933-0002,New Brunswick,1 Johnson And Johnson Plz,08933-0002,Middlesex,7.33E+09,,www.jnj.com,Weldon,William C,CEO,Male,110600,10000+,4.73E+10,Over $1 Billion,Manufacturing,283498,Pharmaceutical Preparation,221198,Broadwoven Fabric Mills-Cotton,267602,Sanitary Paper Products (Manufacturers),A+,100,Headquarter,"40,000+"
Procter & Gamble Co,Cincinnati,OH,45201-0599,Cincinnati,1 Procter And Gamble Plz,45202-3393,Hamilton,5.14E+09,5.14E+09,www.pg.com,Lafley,Alan G,CEO,Male,110000,10000+,5.67E+10,Over $1 Billion,Manufacturing,284101,Soaps & Detergents-Manufacturers,17401,Citrus Growers,203702,"Frozen Fruit, Fruit Juices/Vegs (Mfrs)",A+,100,Headquarter,"40,000+"
Honeywell International Inc,Morristown,NJ,07962-4000,Morristown,101 Columbia Rd,07960-4640,Morris,9.73E+09,9.73E+09,www.honeywell.com,Cote,David M,CEO,Male,109000,10000+,2.56E+10,Over $1 Billion,Manufacturing,381201,Aerospace Industries,281301,Gas-Ind & Medical-Cylinder & Bulk-Mfrs,281998,Industrial Inorganic Chmcls Nec (Mfrs),A+,100,Headquarter,"40,000+"
Exxon Mobil Corp,Irving,TX,75039-2298,5959 Las Colinas Blvd,Irving,75039-2298,Dallas,9.72E+09,9.72E+09,www.exxonmobil.com,Raymond,Lee R,CEO,Male,105700,10000+,2.91E+11,Over $1 Billion,Manufacturing,291105,Petroleum Products-Manufacturers,131101,Oil & Gas Producers,131103,Oil Companies,A+,100,Headquarter,"40,000+"
Cargill Inc,Minneapolis,MN,55440-9300,Wayzata,15407 Mcginty Rd W,55391-2399,Hennepin,9.53E+09,,www.cargill.com,Staley,Warren R,CEO,Male,105000,10000+,7.11E+10,Over $1 Billion,Manufacturing,209903,Food Products & Manufacturers,209903,Food Products & Manufacturers,422101,Grain Elevators,A+,100,Headquarter,"40,000+"
Intel Corp,Santa Clara,CA,95052-8119,Santa Clara,2200 Mission College Blvd,95054-1549,Santa Clara,4.09E+09,4.09E+09,www.intel.com,Otellini,Paul S,CEO,Male,99900,10000+,3.88E+09,Over $1 Billion,Manufacturing,367401,Semiconductor Devices (Manufacturers),367401,Semiconductor Devices (Manufacturers),367901,Electronic Equipment & Supplies-Mfrs,A+,100,Headquarter,"40,000+"
Flextronics International,San Jose,CA,95131-1823,San Jose,2090 Fortune Dr,95131-1823,Santa Clara,4.09E+09,4.09E+09,www.flextronics.com,Mcnamara,Michael,CEO,Male,92000,10000+,1.59E+10,Over $1 Billion,Manufacturing,367201,Printed & Etched Circuits-Mfrs,162309,Fiber Optics,367401,Semiconductor Devices (Manufacturers),A+,100,Headquarter,"40,000+"
Raytheon Co,Waltham,MA,02451-1449,Waltham,870 Winter St,02451-1449,Middlesex,7.82E+09,7.82E+09,www.raytheon.com,Swanson,William H,CEO,Male,79000,10000+,2.02E+10,Over $1 Billion,Manufacturing,381201,Aerospace Industries,381201,Aerospace Industries,481302,Telecommunications Services,A+,100,Headquarter,"40,000+"
General Dynamics Corp,Falls Church,VA,22042-4513,Falls Church,2941 Fairview Park Dr # 100,22042-4513,Fairfax,7.04E+09,7.04E+09,www.gendyn.com,Chabraja,Nicholas D,CEO,Male,70200,10000+,1.92E+10,Over $1 Billion,Manufacturing,381201,Aerospace Industries,122102,Coal Mining & Shipping,122298,Bituminous Coal-Underground Mining,A+,100,Headquarter,"40,000+"
